,display_label,sample_id,exp_value,source,label
6068,Pyridoxine,15-00043,-0.23753809239872067,metabolomics,Pyridoxine_met_HILIC
6069,Pyridoxine,15-00051,-0.36425754386744397,metabolomics,Pyridoxine_met_HILIC
6070,Pyridoxine,15-00137,-0.36203591766578247,metabolomics,Pyridoxine_met_HILIC
6071,Pyridoxine,15-00302,-0.6159859094183875,metabolomics,Pyridoxine_met_HILIC
6072,Pyridoxine,15-00377,-0.6452734026942543,metabolomics,Pyridoxine_met_HILIC
6073,Pyridoxine,13-00615,0.34714675588089167,metabolomics,Pyridoxine_met_HILIC
6074,Pyridoxine,18-00190,-0.458977958942758,metabolomics,Pyridoxine_met_HILIC
6075,Pyridoxine,14-00817,-0.10760811092898091,metabolomics,Pyridoxine_met_HILIC
6076,Pyridoxine,15-00276,-0.5625650431196848,metabolomics,Pyridoxine_met_HILIC
6077,Pyridoxine,15-00287,0.02468037734656131,metabolomics,Pyridoxine_met_HILIC
6078,Pyridoxine,18-00218,0.5240504897054745,metabolomics,Pyridoxine_met_HILIC
6079,Pyridoxine,15-00482,-0.5738218514418779,metabolomics,Pyridoxine_met_HILIC
6080,Pyridoxine,15-00563,-0.6157156333465328,metabolomics,Pyridoxine_met_HILIC
6081,Pyridoxine,15-00571,-0.28370794598465976,metabolomics,Pyridoxine_met_HILIC
6082,Pyridoxine,15-00578,-0.5770875406990662,metabolomics,Pyridoxine_met_HILIC
6083,Pyridoxine,15-00837,-0.424913823127571,metabolomics,Pyridoxine_met_HILIC
6084,5-Oxoproline,12-00032,-0.41253186839169526,metabolomics,5-Oxoproline_met_HILIC
6085,5-Oxoproline,11-00503,0.4510318876706973,metabolomics,5-Oxoproline_met_HILIC
6086,5-Oxoproline,12-00069,-0.2574595797102778,metabolomics,5-Oxoproline_met_HILIC
6087,5-Oxoproline,13-00468,0.5970848028499267,metabolomics,5-Oxoproline_met_HILIC
6088,5-Oxoproline,18-00103,1.1620121409425277,metabolomics,5-Oxoproline_met_HILIC
